Id_comanda,Niu_client,Niu_repartidor,Facultad_destino,Facultat_Origen,Precio,Tipo,Articulo,fecha_inicio,fecha_entrega,Estado
2779,1,2,biociencias,traduccion,8.99,Comida,Hamburguesa,2023-06-20 10:25:24,2023-06-20 10:25:24,finalizado
2780,1,2,veterinaria,doctorado,7.48,Comida,Ensalada de frutas,2023-09-28 18:28:39,2023-09-28 19:42:25,activo
2781,1,2,veterinaria,ingenieria,23.92,Comida,Tostadas con aguacate,2023-10-27 08:55:14,2023-10-27 08:55:14,activo
2782,1,2,psicologia,traduccion,0.0,Biblioteca,Revista,2023-08-03 15:59:17,2023-08-03 20:48:46,finalizado
2783,1,2,veterinaria,veterinaria,20.88,Comida,Empanadas,2023-03-03 17:41:05,2023-03-03 20:41:05,finalizado
2784,1,2,economia,ciencias politicas,11.89,Comida,Ceviche,2023-01-24 08:43:05,2023-01-24 08:43:05,finalizado
2785,1,2,filosofia,biociencias,3.92,Tienda,Gafas de lectura,2023-11-12 23:15:29,2023-11-13 01:16:54,finalizado
2786,1,2,medicina,derecho,2.06,Tienda,Teclado inalámbrico,2023-02-17 02:23:45,2023-02-17 14:40:35,finalizado
2787,1,2,traduccion,veterinaria,20.55,Comida,Fish and chips,2023-09-23 00:25:23,2023-09-23 03:40:07,espera
2788,1,2,veterinaria,biociencias,6.55,Comida,Ceviche,2023-08-15 22:46:58,2023-08-15 23:05:46,activo
2789,1,2,medicina,medicina,3.88,Tienda,Caja de herramientas,2023-01-22 10:18:30,2023-01-23 01:52:48,finalizado
2790,1,2,biociencias,ingenieria,0.0,Biblioteca,Libro,2023-03-30 17:49:48,2023-03-30 19:24:05,activo
2791,1,2,derecho,doctorado,21.65,Comida,Wrap de pollo,2023-07-14 19:49:04,2023-07-14 19:49:04,finalizado
2792,1,2,derecho,medicina,9.73,Comida,Hamburguesa,2023-02-09 08:59:58,2023-02-09 09:39:49,finalizado
2793,1,2,traduccion,doctorado,11.27,Comida,Paella,2023-09-11 12:22:23,2023-09-11 12:30:49,finalizado
2794,1,2,filosofia,doctorado,1.97,Tienda,Botella de agua,2023-05-02 11:52:54,2023-05-02 16:02:15,finalizado
2795,1,2,comunicacion,psicologia,9.59,Tienda,Botella de agua,2023-03-25 13:51:55,2023-03-25 20:01:38,espera
2796,1,2,traduccion,biociencias,10.22,Comida,Albóndigas,2023-04-15 08:13:09,2023-04-15 08:13:09,finalizado
2797,1,2,traduccion,comunicacion,9.69,Comida,Ensalada de frutas,2023-01-25 09:32:01,2023-01-25 10:03:53,finalizado
2798,1,2,filosofia,filosofia,7.9,Comida,Burritos,2023-09-17 01:43:25,2023-09-17 02:31:01,activo
2799,1,2,medicina,comunicacion,17.31,Comida,Tortilla española,2023-06-23 16:01:22,2023-06-23 16:05:39,finalizado
2800,1,2,biociencias,derecho,9.5,Comida,Crepes,2023-01-30 19:02:45,2023-01-30 20:02:10,activo
2801,1,2,ciencias politicas,ingenieria,0.0,Biblioteca,Artículo académico,2023-09-22 17:01:58,2023-09-22 17:22:18,finalizado
2802,1,2,psicologia,traduccion,16.78,Comida,Hamburguesa,2023-05-28 06:51:24,2023-05-28 06:51:24,finalizado
2803,1,2,doctorado,ingenieria,15.76,Comida,Tostadas con aguacate,2023-06-17 00:23:13,2023-06-17 01:44:17,finalizado
2804,1,2,economia,veterinaria,16.55,Comida,Empanadas,2023-10-12 08:55:46,2023-10-12 12:18:05,activo
2805,1,2,ciencias politicas,biociencias,0.0,Biblioteca,Revista,2023-03-21 14:36:33,2023-03-21 18:01:12,finalizado
2806,1,2,comunicacion,biociencias,5.31,Comida,Sopa de miso,2023-06-04 05:58:50,2023-06-04 06:31:22,activo
2807,1,2,traduccion,biociencias,20.8,Comida,Tostadas con aguacate,2023-03-12 04:17:56,2023-03-12 05:17:34,finalizado
2808,1,2,veterinaria,economia,0.0,Biblioteca,Artículo académico,2023-03-21 07:16:29,2023-03-21 08:07:46,finalizado
2809,1,2,filosofia,filosofia,0.0,Biblioteca,Libro,2023-03-23 23:44:58,2023-03-24 01:40:37,finalizado
2810,1,2,ciencias politicas,doctorado,13.69,Comida,Ensalada de frutas,2023-06-09 11:53:52,2023-06-09 15:27:01,espera
2811,1,2,veterinaria,ingenieria,0.0,Biblioteca,Revista,2023-06-27 18:20:05,2023-06-27 19:56:05,finalizado
2812,1,2,comunicacion,psicologia,21.29,Comida,Pollo al curry,2023-11-12 03:33:59,2023-11-12 03:33:59,finalizado
2813,1,2,ciencias,doctorado,22.89,Comida,Pasta carbonara,2023-11-27 02:08:41,2023-11-27 02:51:15,finalizado
2814,1,2,medicina,traduccion,5.64,Comida,Wrap de pollo,2023-09-23 16:04:07,2023-09-23 16:32:34,finalizado
2815,1,2,doctorado,comunicacion,18.99,Comida,Tarta de manzana,2023-06-27 12:29:51,2023-06-27 14:06:14,finalizado
2816,1,2,veterinaria,ciencias politicas,18.95,Comida,Tiramisú,2023-10-09 19:15:25,2023-10-09 19:35:27,finalizado
2817,1,2,economia,doctorado,9.83,Comida,Tostadas con aguacate,2023-11-22 04:00:03,2023-11-22 04:00:03,finalizado
2818,1,2,economia,ciencias politicas,0.0,Biblioteca,Guía,2023-06-02 02:03:50,2023-06-02 03:48:47,activo
2819,1,2,derecho,filosofia,19.0,Comida,Tarta de manzana,2023-05-25 15:03:11,2023-05-25 15:03:11,finalizado
2820,1,2,veterinaria,medicina,21.87,Comida,Tostadas con aguacate,2023-11-16 20:56:35,2023-11-16 22:12:50,finalizado
2821,1,2,comunicacion,ciencias politicas,23.52,Comida,Sándwich de pollo,2023-05-18 15:27:50,2023-05-18 15:50:48,finalizado
2822,1,2,ciencias,doctorado,3.68,Tienda,Cámara web,2023-06-28 12:01:12,2023-06-28 21:23:38,finalizado
2823,1,2,ciencias politicas,ciencias,19.13,Comida,Fish and chips,2023-06-26 10:21:12,2023-06-26 10:21:12,finalizado
2824,1,2,comunicacion,economia,22.07,Comida,Poke bowl,2023-10-23 22:34:57,2023-10-23 22:34:57,finalizado
2825,1,2,derecho,ciencias,10.08,Comida,Sushi,2023-09-09 21:35:34,2023-09-09 22:00:03,activo
2826,1,2,traduccion,filosofia,0.0,Biblioteca,Revista,2023-01-02 10:24:20,2023-01-02 10:46:43,finalizado
2827,1,2,medicina,ciencias,0.0,Biblioteca,Enciclopedia,2023-01-02 08:09:51,2023-01-02 10:22:42,finalizado
2828,1,2,biociencias,economia,20.16,Comida,Calzone,2023-11-25 05:22:32,2023-11-25 06:59:10,finalizado
2829,1,2,ciencias,psicologia,2.03,Tienda,Cámara web,2023-01-05 02:47:34,2023-01-05 02:54:58,activo
2830,1,2,psicologia,ciencias politicas,0.0,Biblioteca,Artículo académico,2023-11-17 23:36:04,2023-11-18 00:08:41,finalizado
2831,1,2,medicina,ciencias,5.22,Tienda,Estación de carga,2023-01-01 12:13:46,2023-01-02 05:31:50,espera
2832,1,2,ingenieria,filosofia,12.74,Comida,Burritos,2023-05-26 16:23:50,2023-05-26 17:23:33,activo
2833,1,2,ciencias politicas,filosofia,10.66,Comida,Pollo al curry,2023-03-15 22:42:13,2023-03-16 01:05:58,finalizado
2834,1,2,doctorado,doctorado,0.0,Biblioteca,Artículo académico,2023-02-20 02:43:47,2023-02-20 09:32:11,finalizado
2835,1,2,filosofia,ingenieria,0.0,Biblioteca,Libro,2023-03-12 10:47:51,2023-03-12 16:32:02,finalizado
2836,1,2,ingenieria,doctorado,14.23,Comida,Fish and chips,2023-02-28 07:14:50,2023-02-28 07:24:58,finalizado
2837,1,2,ciencias politicas,traduccion,0.0,Biblioteca,Revista,2023-04-23 12:40:38,2023-04-23 13:26:30,finalizado
2838,1,2,economia,psicologia,22.39,Comida,Burritos,2023-11-12 18:05:39,2023-11-12 21:38:11,finalizado
2839,1,2,biociencias,traduccion,20.43,Comida,Empanadas,2023-11-10 01:24:45,2023-11-10 01:44:53,finalizado
2840,1,2,ciencias politicas,psicologia,21.0,Comida,Hamburguesa,2023-04-06 21:07:58,2023-04-06 21:07:58,finalizado
2841,1,2,biociencias,medicina,0.0,Biblioteca,Guía,2023-09-04 08:11:45,2023-09-04 12:13:26,activo
2842,1,2,ciencias,economia,0.0,Biblioteca,Libro,2023-06-30 00:07:54,2023-06-30 00:38:55,finalizado
2843,1,2,biociencias,psicologia,5.88,Comida,Sushi,2023-04-30 13:04:46,2023-04-30 13:04:46,activo
2844,1,2,ingenieria,veterinaria,7.94,Comida,Wrap de pollo,2023-05-02 12:26:18,2023-05-02 14:06:15,finalizado
2845,1,2,comunicacion,veterinaria,1.09,Tienda,Memoria USB,2023-09-21 19:20:49,2023-09-22 08:01:43,activo
2846,1,2,psicologia,derecho,9.64,Comida,Fish and chips,2023-05-04 05:12:33,2023-05-04 05:12:33,finalizado
2847,1,2,ciencias politicas,derecho,0.0,Biblioteca,Enciclopedia,2023-01-13 04:33:39,2023-01-13 06:53:31,finalizado
2848,1,2,comunicacion,medicina,6.09,Tienda,Posits,2023-04-20 21:57:07,2023-04-20 22:05:28,espera
2849,1,2,biociencias,psicologia,12.17,Comida,Pizza 4 quesos,2023-03-29 21:09:15,2023-03-29 23:18:05,activo
2850,1,2,ciencias,ingenieria,22.71,Comida,Sopa de miso,2023-08-08 17:15:26,2023-08-08 17:59:16,espera
2851,1,2,medicina,ciencias politicas,0.0,Biblioteca,Enciclopedia,2023-11-14 06:06:51,2023-11-14 08:50:22,finalizado
2852,1,2,biociencias,economia,16.86,Comida,Sushi,2023-07-21 04:27:29,2023-07-21 05:27:42,activo
2853,1,2,medicina,filosofia,21.0,Comida,Burritos,2023-08-25 15:52:15,2023-08-25 15:57:11,finalizado
2854,1,2,biociencias,derecho,12.04,Comida,Ceviche,2023-11-24 00:17:01,2023-11-24 00:17:01,finalizado
2855,1,2,ingenieria,medicina,0.0,Biblioteca,Revista,2023-07-04 07:36:30,2023-07-04 09:59:38,finalizado
2856,1,2,ciencias politicas,veterinaria,0.0,Biblioteca,Artículo académico,2023-06-23 22:32:00,2023-06-23 23:27:28,activo
2857,1,2,economia,ciencias,22.83,Comida,Hamburguesa,2023-08-09 18:54:57,2023-08-09 19:19:49,activo
2858,1,2,economia,veterinaria,16.17,Comida,Ceviche,2023-06-12 09:51:52,2023-06-12 10:47:45,finalizado
2859,1,2,traduccion,doctorado,16.17,Comida,Tiramisú,2023-09-29 16:55:25,2023-09-29 16:55:25,finalizado
2860,1,2,doctorado,traduccion,7.18,Tienda,Botella de agua,2023-05-06 09:47:19,2023-05-07 02:19:14,finalizado
2861,1,2,ciencias politicas,medicina,22.3,Comida,Pollo al curry,2023-10-05 18:41:41,2023-10-05 19:07:43,finalizado
2862,1,2,ingenieria,ingenieria,6.14,Comida,Ensalada de frutas,2023-03-24 21:52:13,2023-03-25 00:33:50,activo
2863,1,2,psicologia,veterinaria,24.36,Comida,Tostadas con aguacate,2023-07-30 11:47:27,2023-07-30 13:30:55,finalizado
2864,1,2,comunicacion,derecho,5.29,Tienda,Impresora,2023-06-17 15:47:28,2023-06-17 16:31:43,activo
2865,1,2,psicologia,economia,6.3,Comida,Bagel,2023-07-10 04:14:05,2023-07-10 04:32:40,activo
2866,1,2,traduccion,veterinaria,17.26,Comida,Ensalada de frutas,2023-06-24 09:01:34,2023-06-24 12:05:33,finalizado
2867,1,2,economia,ciencias,17.51,Comida,Sándwich de pollo,2023-08-22 04:08:59,2023-08-22 04:21:29,activo
2868,1,2,derecho,ciencias,8.05,Comida,Chili con carne,2023-07-06 23:32:06,2023-07-07 02:23:55,espera
2869,1,2,psicologia,veterinaria,3.0,Tienda,Maletín ejecutivo,2023-09-03 23:43:14,2023-09-04 19:23:35,activo
2870,1,2,ciencias,derecho,19.56,Comida,Bagel,2023-06-16 07:17:27,2023-06-16 07:34:57,finalizado
2871,1,2,traduccion,derecho,8.11,Comida,Tarta de manzana,2023-02-08 22:22:36,2023-02-09 00:28:14,espera
2872,1,2,psicologia,medicina,4.26,Tienda,Estación de carga,2023-09-10 12:26:16,2023-09-10 18:32:46,activo
2873,1,2,traduccion,economia,23.04,Comida,Tacos,2023-05-29 16:20:27,2023-05-29 16:42:31,activo
2874,1,2,derecho,filosofia,0.0,Biblioteca,Título de libro,2023-02-28 05:10:07,2023-02-28 06:43:07,activo
2875,1,2,economia,derecho,16.71,Comida,Calzone,2023-10-31 17:53:19,2023-10-31 21:40:20,finalizado
2876,1,2,medicina,derecho,13.09,Comida,Chili con carne,2023-04-06 06:20:08,2023-04-06 09:01:02,activo
2877,1,2,traduccion,economia,15.79,Comida,Pollo a la parrilla,2023-03-22 09:37:10,2023-03-22 10:07:58,activo
2878,1,2,ciencias,comunicacion,12.34,Comida,Hamburguesa,2023-01-27 16:51:52,2023-01-27 16:52:49,finalizado
2879,1,2,ingenieria,medicina,21.71,Comida,Tacos,2023-09-03 08:15:49,2023-09-03 08:31:55,finalizado
2880,1,2,derecho,economia,0.0,Biblioteca,Enciclopedia,2023-11-04 23:06:02,2023-11-05 00:49:57,finalizado
2881,1,2,doctorado,derecho,11.72,Comida,Empanadas,2023-04-16 01:44:53,2023-04-16 01:44:53,activo
2882,1,2,medicina,traduccion,18.22,Comida,Pasta carbonara,2023-10-30 04:49:13,2023-10-30 05:58:06,finalizado
2883,1,2,ingenieria,ingenieria,8.76,Comida,Tostadas con aguacate,2023-01-28 06:51:01,2023-01-28 08:05:11,finalizado
2884,1,2,ciencias,ingenieria,19.25,Comida,Fish and chips,2023-06-15 11:55:20,2023-06-15 12:54:49,espera
2885,1,2,doctorado,biociencias,7.65,Comida,Calzone,2023-04-14 16:08:12,2023-04-14 16:08:12,espera
2886,1,2,filosofia,doctorado,20.33,Comida,Fish and chips,2023-08-01 16:19:57,2023-08-01 16:21:30,finalizado
2887,1,2,ciencias politicas,veterinaria,1.16,Tienda,Bolsa térmica,2023-01-02 08:34:26,2023-01-02 11:35:06,finalizado
2888,1,2,medicina,doctorado,20.26,Comida,Sándwich de pollo,2023-05-15 05:19:52,2023-05-15 09:06:15,activo
2889,1,2,comunicacion,comunicacion,18.17,Comida,Wrap de pollo,2023-05-02 23:36:16,2023-05-02 23:36:16,finalizado
2890,1,2,derecho,ciencias politicas,0.0,Biblioteca,Enciclopedia,2023-04-02 04:44:17,2023-04-02 04:54:14,activo
2891,1,2,medicina,traduccion,0.0,Biblioteca,Revista,2023-02-27 16:41:54,2023-02-27 18:22:59,finalizado
2892,1,2,ingenieria,filosofia,14.53,Comida,Hamburguesa,2023-05-11 15:40:54,2023-05-11 18:36:57,finalizado
2893,1,2,psicologia,filosofia,0.0,Biblioteca,Artículo académico,2023-05-31 01:22:21,2023-05-31 04:57:01,finalizado
2894,1,2,ciencias,doctorado,5.5,Tienda,Teclado inalámbrico,2023-05-07 12:36:46,2023-05-07 19:36:43,finalizado
2895,1,2,ciencias,ciencias,17.34,Comida,Pollo a la parrilla,2023-03-24 02:16:50,2023-03-24 02:16:50,activo
2896,1,2,derecho,medicina,0.0,Biblioteca,Revista,2023-02-25 01:21:09,2023-02-25 07:00:28,finalizado
2897,1,2,derecho,biociencias,17.01,Comida,Albóndigas,2023-11-23 07:36:06,2023-11-23 11:21:52,activo
2898,1,2,biociencias,ciencias,0.0,Biblioteca,Enciclopedia,2023-08-04 03:31:06,2023-08-04 06:03:48,espera
2899,1,2,ciencias politicas,psicologia,0.0,Biblioteca,Título de libro,2023-10-11 23:55:52,2023-10-12 02:01:41,finalizado
2900,1,2,traduccion,psicologia,0.0,Biblioteca,Guía,2023-01-28 02:49:24,2023-01-28 02:58:43,finalizado
2901,1,2,medicina,economia,7.69,Tienda,Bolsa térmica,2023-11-05 00:23:51,2023-11-05 01:47:42,finalizado
2902,1,2,ciencias politicas,psicologia,6.14,Tienda,Mochila,2023-05-11 19:27:36,2023-05-12 00:15:14,finalizado
2903,1,2,doctorado,filosofia,8.95,Tienda,Estación de carga,2023-08-13 15:43:51,2023-08-14 10:09:13,activo
2904,1,2,ciencias politicas,ciencias,19.5,Comida,Hot dog,2023-09-12 00:39:24,2023-09-12 01:01:33,activo
2905,1,2,filosofia,psicologia,6.21,Tienda,Pinturas al óleo,2023-06-19 00:51:28,2023-06-19 01:15:58,finalizado
2906,1,2,ingenieria,doctorado,0.0,Biblioteca,Libro,2023-08-27 13:37:38,2023-08-27 20:08:13,finalizado
2907,1,2,psicologia,filosofia,0.0,Biblioteca,Título de libro,2023-05-24 22:43:54,2023-05-24 23:48:45,finalizado
2908,1,2,traduccion,filosofia,22.86,Comida,Ensalada de frutas,2023-08-22 01:52:59,2023-08-22 03:35:38,finalizado
2909,1,2,ingenieria,filosofia,11.03,Comida,Pollo a la parrilla,2023-06-24 21:54:35,2023-06-24 22:41:26,activo
2910,1,2,psicologia,ciencias politicas,17.55,Comida,Tortilla española,2023-11-15 13:49:40,2023-11-15 14:05:09,activo
2911,1,2,biociencias,comunicacion,13.82,Comida,Albóndigas,2023-11-24 19:58:17,2023-11-24 19:58:18,activo
2912,1,2,doctorado,traduccion,18.7,Comida,Wrap de pollo,2023-01-15 23:05:02,2023-01-16 00:27:09,finalizado
2913,1,2,biociencias,veterinaria,7.05,Comida,Wrap de pollo,2023-02-23 15:49:58,2023-02-23 15:49:58,espera
2914,1,2,ciencias politicas,filosofia,19.71,Comida,Tostadas con aguacate,2023-06-08 10:41:05,2023-06-08 10:41:05,activo
2915,1,2,filosofia,derecho,6.83,Tienda,Cámara web,2023-10-18 06:48:26,2023-10-18 08:14:04,finalizado
2916,1,2,comunicacion,filosofia,23.33,Comida,Wrap de pollo,2023-06-27 09:07:27,2023-06-27 09:07:27,finalizado
2917,1,2,traduccion,ciencias politicas,9.03,Tienda,Memoria USB,2023-06-14 01:26:28,2023-06-14 04:13:57,finalizado
2918,1,2,traduccion,doctorado,6.89,Tienda,Cámara web,2023-03-18 12:42:19,2023-03-18 19:09:22,finalizado
2919,1,2,medicina,medicina,0.0,Biblioteca,Guía,2023-08-24 07:21:34,2023-08-24 07:37:16,activo
2920,1,2,comunicacion,psicologia,8.39,Tienda,Estación de carga,2023-03-27 14:19:06,2023-03-27 15:04:33,finalizado
2921,1,2,traduccion,ingenieria,0.0,Biblioteca,Enciclopedia,2023-08-19 13:06:10,2023-08-19 13:56:25,finalizado
2922,1,2,economia,ciencias politicas,16.32,Comida,Chili con carne,2023-11-07 05:53:27,2023-11-07 06:00:19,finalizado
2923,1,2,ciencias politicas,derecho,20.62,Comida,Albóndigas,2023-04-11 05:30:14,2023-04-11 08:55:42,finalizado
2924,1,2,comunicacion,doctorado,8.68,Comida,Paella,2023-03-18 01:40:42,2023-03-18 02:32:19,espera
2925,1,2,comunicacion,traduccion,13.09,Comida,Ensalada de frutas,2023-01-16 14:20:45,2023-01-16 14:37:12,finalizado
2926,1,2,comunicacion,traduccion,12.07,Comida,Crepes,2023-07-29 09:02:28,2023-07-29 09:02:28,finalizado
2927,1,2,traduccion,derecho,5.27,Comida,Pasta carbonara,2023-08-01 14:13:13,2023-08-01 14:13:13,finalizado
2928,1,2,filosofia,ciencias politicas,7.74,Tienda,Auriculares inalámbricos,2023-07-03 13:23:27,2023-07-03 22:58:42,espera
2929,1,2,ingenieria,psicologia,16.5,Comida,Sopa de miso,2023-08-08 00:27:45,2023-08-08 01:12:55,activo
2930,1,2,filosofia,filosofia,5.06,Comida,Calzone,2023-08-27 03:28:26,2023-08-27 03:54:30,finalizado
2931,1,2,comunicacion,ciencias,0.0,Biblioteca,Enciclopedia,2023-04-02 12:19:47,2023-04-02 12:20:22,activo
2932,1,2,ciencias politicas,ingenieria,12.76,Comida,Sushi,2023-08-03 02:44:51,2023-08-03 02:58:01,activo
2933,1,2,medicina,ciencias politicas,1.5,Tienda,Estación de carga,2023-07-26 15:23:19,2023-07-26 20:29:58,finalizado
2934,1,2,comunicacion,biociencias,14.86,Comida,Tiramisú,2023-07-26 03:45:52,2023-07-26 06:00:20,espera
2935,1,2,traduccion,veterinaria,20.33,Comida,Fish and chips,2023-04-12 01:27:31,2023-04-12 01:46:02,activo
2936,1,2,biociencias,ciencias politicas,15.19,Comida,Bagel,2023-11-14 20:43:11,2023-11-14 21:34:38,finalizado
2937,1,2,comunicacion,doctorado,9.31,Comida,Paella,2023-05-03 01:18:15,2023-05-03 03:18:48,finalizado
2938,1,2,psicologia,biociencias,17.58,Comida,Sopa de miso,2023-06-03 08:41:51,2023-06-03 12:10:24,activo
2939,1,2,psicologia,derecho,6.81,Comida,Paella,2023-07-06 07:11:20,2023-07-06 10:00:18,finalizado
2940,1,2,medicina,veterinaria,0.0,Biblioteca,Enciclopedia,2023-08-23 10:48:58,2023-08-23 11:17:33,activo
2941,1,2,veterinaria,derecho,15.32,Comida,Bagel,2023-07-09 17:16:15,2023-07-09 17:23:27,activo
2942,1,2,psicologia,filosofia,14.48,Comida,Wrap de pollo,2023-07-25 18:37:53,2023-07-25 19:33:42,finalizado
2943,1,2,medicina,economia,16.29,Comida,Tostadas con aguacate,2023-05-31 20:12:23,2023-05-31 20:31:03,finalizado
2944,1,2,economia,comunicacion,0.0,Biblioteca,Título de libro,2023-07-24 10:43:10,2023-07-24 17:32:01,finalizado
2945,1,2,economia,derecho,0.0,Biblioteca,Libro,2023-08-12 02:25:48,2023-08-12 09:47:56,finalizado
2946,1,2,comunicacion,veterinaria,24.13,Comida,Paella,2023-02-27 15:32:30,2023-02-27 16:09:31,finalizado
2947,1,2,traduccion,veterinaria,20.24,Comida,Pizza 4 quesos,2023-08-02 05:05:46,2023-08-02 06:11:34,finalizado
2948,1,2,ciencias,economia,4.77,Tienda,Botella de agua,2023-10-14 04:36:14,2023-10-14 20:18:55,finalizado
2949,1,2,veterinaria,medicina,0.0,Biblioteca,Guía,2023-11-21 09:22:36,2023-11-21 10:14:58,finalizado
2950,1,2,ciencias politicas,psicologia,8.01,Comida,Crepes,2023-04-14 00:43:47,2023-04-14 02:17:49,finalizado
2951,1,2,veterinaria,traduccion,6.52,Comida,Sándwich de pollo,2023-04-23 20:08:41,2023-04-23 20:59:04,finalizado
2952,1,2,psicologia,ingenieria,8.89,Tienda,Pinturas al óleo,2023-10-30 23:01:50,2023-10-31 10:19:14,finalizado
2953,1,2,medicina,economia,6.28,Comida,Ramen,2023-06-26 13:00:52,2023-06-26 13:00:52,activo
2954,1,2,psicologia,derecho,1.17,Tienda,Posits,2023-01-02 22:51:15,2023-01-03 20:04:49,activo
2955,1,2,psicologia,filosofia,13.85,Comida,Tarta de manzana,2023-11-10 10:19:43,2023-11-10 12:32:36,finalizado
2956,1,2,ingenieria,veterinaria,8.12,Comida,Burritos,2023-01-19 12:16:08,2023-01-19 12:51:54,finalizado
2957,1,2,comunicacion,veterinaria,8.59,Tienda,Estación de carga,2023-03-11 21:53:12,2023-03-12 00:26:25,finalizado
2958,1,2,veterinaria,filosofia,0.0,Biblioteca,Revista,2023-01-31 10:20:05,2023-01-31 10:29:12,finalizado
2959,1,2,veterinaria,ingenieria,0.0,Biblioteca,Título de libro,2023-01-31 04:47:05,2023-01-31 07:10:13,espera
2960,1,2,veterinaria,doctorado,10.96,Comida,Poke bowl,2023-10-16 05:26:46,2023-10-16 07:50:24,finalizado
2961,1,2,comunicacion,comunicacion,23.18,Comida,Albóndigas,2023-03-20 15:15:14,2023-03-20 17:09:25,finalizado
2962,1,2,ciencias,doctorado,12.55,Comida,Tortilla española,2023-04-22 01:00:31,2023-04-22 01:00:31,finalizado
2963,1,2,doctorado,ciencias,0.0,Biblioteca,Guía,2023-04-01 03:25:07,2023-04-01 05:57:23,espera
2964,1,2,derecho,biociencias,17.67,Comida,Pollo al curry,2023-09-02 20:35:24,2023-09-02 20:51:25,finalizado
2965,1,2,ingenieria,traduccion,6.99,Tienda,Lámpara de escritorio,2023-05-03 11:27:27,2023-05-04 02:14:23,activo
2966,1,2,derecho,economia,0.0,Biblioteca,Libro,2023-10-09 16:54:25,2023-10-09 20:02:00,finalizado
2967,1,2,traduccion,doctorado,4.86,Tienda,Posits,2023-03-27 17:17:55,2023-03-28 02:32:56,activo
2968,1,2,filosofia,doctorado,18.28,Comida,Pizza 4 quesos,2023-04-29 22:47:28,2023-04-29 23:44:18,finalizado
2969,1,2,traduccion,doctorado,6.28,Comida,Albóndigas,2023-01-09 03:02:57,2023-01-09 03:14:42,finalizado
2970,1,2,psicologia,ciencias politicas,9.79,Tienda,Papel,2023-02-09 12:56:46,2023-02-09 15:46:47,finalizado
2971,1,2,veterinaria,ingenieria,0.0,Biblioteca,Revista,2023-10-05 22:31:00,2023-10-06 05:07:49,finalizado
2972,1,2,doctorado,ciencias politicas,0.0,Biblioteca,Revista,2023-10-09 04:35:05,2023-10-09 06:01:44,finalizado
2973,1,2,economia,derecho,7.28,Tienda,Maletín ejecutivo,2023-04-04 02:39:12,2023-04-04 04:14:55,activo
2974,1,2,comunicacion,comunicacion,0.0,Biblioteca,Guía,2023-03-03 10:38:35,2023-03-03 10:59:35,activo
2975,1,2,ingenieria,derecho,0.0,Biblioteca,Guía,2023-05-11 00:32:31,2023-05-11 01:15:49,finalizado
2976,1,2,psicologia,ingenieria,0.0,Biblioteca,Enciclopedia,2023-07-29 16:35:32,2023-07-29 17:34:03,finalizado
2977,1,2,psicologia,economia,0.0,Biblioteca,Guía,2023-08-30 04:06:27,2023-08-30 04:56:48,activo
2978,1,2,derecho,doctorado,21.4,Comida,Wrap de pollo,2023-11-17 11:44:46,2023-11-17 11:45:32,activo
2979,1,2,derecho,ingenieria,0.0,Biblioteca,Libro,2023-01-28 23:32:00,2023-01-29 01:31:27,finalizado
2980,1,2,ciencias politicas,medicina,11.4,Comida,Calzone,2023-04-20 23:37:29,2023-04-20 23:37:29,espera
2981,1,2,ciencias,biociencias,6.41,Comida,Pizza 4 quesos,2023-06-06 01:14:32,2023-06-06 01:19:50,finalizado
2982,1,2,traduccion,psicologia,0.0,Biblioteca,Libro,2023-08-30 00:36:40,2023-08-30 01:48:51,activo
2983,1,2,economia,ciencias politicas,17.78,Comida,Tacos,2023-10-09 02:24:58,2023-10-09 05:52:01,espera
2984,1,2,psicologia,ciencias politicas,10.55,Comida,Pollo al curry,2023-03-10 15:33:55,2023-03-10 16:58:30,finalizado
2985,1,2,ciencias politicas,ciencias politicas,15.98,Comida,Tostadas con aguacate,2023-05-03 06:36:24,2023-05-03 08:17:56,finalizado
2986,1,2,comunicacion,derecho,0.0,Biblioteca,Enciclopedia,2023-01-27 09:10:42,2023-01-27 13:11:57,finalizado
2987,1,2,derecho,filosofia,9.14,Comida,Tarta de manzana,2023-01-04 04:52:20,2023-01-04 04:52:20,finalizado
2988,1,2,veterinaria,filosofia,0.0,Biblioteca,Libro,2023-04-11 09:42:30,2023-04-11 09:57:39,espera
2989,1,2,traduccion,economia,7.43,Tienda,Impresora,2023-06-14 11:15:18,2023-06-14 19:35:47,finalizado
2990,1,2,biociencias,economia,12.03,Comida,Pollo a la parrilla,2023-07-31 16:33:26,2023-07-31 16:42:21,finalizado
2991,1,2,veterinaria,ciencias,0.0,Biblioteca,Guía,2023-07-19 22:40:23,2023-07-19 23:11:04,finalizado
2992,1,2,biociencias,veterinaria,0.0,Biblioteca,Revista,2023-09-18 18:21:30,2023-09-18 20:56:00,activo
2993,1,2,traduccion,economia,9.57,Comida,Burritos,2023-06-16 04:59:35,2023-06-16 05:13:42,finalizado
2994,1,2,derecho,veterinaria,24.85,Comida,Tortilla española,2023-05-01 03:20:30,2023-05-01 03:20:30,espera
2995,1,2,comunicacion,psicologia,0.0,Biblioteca,Artículo académico,2023-04-07 11:17:02,2023-04-07 14:40:38,finalizado
2996,1,2,ciencias,traduccion,15.24,Comida,Tostadas con aguacate,2023-11-02 16:38:31,2023-11-02 19:03:41,finalizado
